"eval/time","data/GRPO-s25-p8-n128-m32-ga4 - _step","data/GRPO-s25-p8-n128-m32-ga4 - _step__MIN","data/GRPO-s25-p8-n128-m32-ga4 - _step__MAX","data/GRPO-s25-p8-n128-m32-ga4 - eval/completions/mean_length","data/GRPO-s25-p8-n128-m32-ga4 - eval/completions/mean_length__MIN","data/GRPO-s25-p8-n128-m32-ga4 - eval/completions/mean_length__MAX","data/GRPO-s25-p8-n32-m32-ga16 - _step","data/GRPO-s25-p8-n32-m32-ga16 - _step__MIN","data/GRPO-s25-p8-n32-m32-ga16 - _step__MAX","data/GRPO-s25-p8-n32-m32-ga16 - eval/completions/mean_length","data/GRPO-s25-p8-n32-m32-ga16 - eval/completions/mean_length__MIN","data/GRPO-s25-p8-n32-m32-ga16 - eval/completions/mean_length__MAX","data/GRPO-s24-p8-n32-m32-ga16 - _step","data/GRPO-s24-p8-n32-m32-ga16 - _step__MIN","data/GRPO-s24-p8-n32-m32-ga16 - _step__MAX","data/GRPO-s24-p8-n32-m32-ga16 - eval/completions/mean_length","data/GRPO-s24-p8-n32-m32-ga16 - eval/completions/mean_length__MIN","data/GRPO-s24-p8-n32-m32-ga16 - eval/completions/mean_length__MAX","data/GRPO-s23-p8-n128-m32-ga4 - _step","data/GRPO-s23-p8-n128-m32-ga4 - _step__MIN","data/GRPO-s23-p8-n128-m32-ga4 - _step__MAX","data/GRPO-s23-p8-n128-m32-ga4 - eval/completions/mean_length","data/GRPO-s23-p8-n128-m32-ga4 - eval/completions/mean_length__MIN","data/GRPO-s23-p8-n128-m32-ga4 - eval/completions/mean_length__MAX","data/GRPO-s23-p8-n32-m32-ga16 - _step","data/GRPO-s23-p8-n32-m32-ga16 - _step__MIN","data/GRPO-s23-p8-n32-m32-ga16 - _step__MAX","data/GRPO-s23-p8-n32-m32-ga16 - eval/completions/mean_length","data/GRPO-s23-p8-n32-m32-ga16 - eval/completions/mean_length__MIN","data/GRPO-s23-p8-n32-m32-ga16 - eval/completions/mean_length__MAX","data/GRPO-s22-p8-n128-m32-ga4 - _step","data/GRPO-s22-p8-n128-m32-ga4 - _step__MIN","data/GRPO-s22-p8-n128-m32-ga4 - _step__MAX","data/GRPO-s22-p8-n128-m32-ga4 - eval/completions/mean_length","data/GRPO-s22-p8-n128-m32-ga4 - eval/completions/mean_length__MIN","data/GRPO-s22-p8-n128-m32-ga4 - eval/completions/mean_length__MAX","data/GRPO-s22-p8-n32-m32-ga16 - _step","data/GRPO-s22-p8-n32-m32-ga16 - _step__MIN","data/GRPO-s22-p8-n32-m32-ga16 - _step__MAX","data/GRPO-s22-p8-n32-m32-ga16 - eval/completions/mean_length","data/GRPO-s22-p8-n32-m32-ga16 - eval/completions/mean_length__MIN","data/GRPO-s22-p8-n32-m32-ga16 - eval/completions/mean_length__MAX","data/GRPO-s21-p8-n128-m32-ga4 - _step","data/GRPO-s21-p8-n128-m32-ga4 - _step__MIN","data/GRPO-s21-p8-n128-m32-ga4 - _step__MAX","data/GRPO-s21-p8-n128-m32-ga4 - eval/completions/mean_length","data/GRPO-s21-p8-n128-m32-ga4 - eval/completions/mean_length__MIN","data/GRPO-s21-p8-n128-m32-ga4 - eval/completions/mean_length__MAX","data/GRPO-s21-p8-n32-m32-ga16 - _step","data/GRPO-s21-p8-n32-m32-ga16 - _step__MIN","data/GRPO-s21-p8-n32-m32-ga16 - _step__MAX","data/GRPO-s21-p8-n32-m32-ga16 - eval/completions/mean_length","data/GRPO-s21-p8-n32-m32-ga16 - eval/completions/mean_length__MIN","data/GRPO-s21-p8-n32-m32-ga16 - eval/completions/mean_length__MAX","data/GRPO-s12-p8-n128-m32-ga4 - _step","data/GRPO-s12-p8-n128-m32-ga4 - _step__MIN","data/GRPO-s12-p8-n128-m32-ga4 - _step__MAX","data/GRPO-s12-p8-n128-m32-ga4 - eval/completions/mean_length","data/GRPO-s12-p8-n128-m32-ga4 - eval/completions/mean_length__MIN","data/GRPO-s12-p8-n128-m32-ga4 - eval/completions/mean_length__MAX"
"2206.352412816974","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1524","1524","1524","422.1645202636719","422.1645202636719","422.1645202636719","","","","","","","","","","","","","","","","","",""
"2284.479604187003","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","948","948","948","385.3047790527344","385.3047790527344","385.3047790527344"
"2285.566470478989","","","","","","","1688","1688","1688","338.043212890625","338.043212890625","338.043212890625","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2298.4412549010085","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","897","897","897","319.489013671875","319.489013671875","319.489013671875","","","","","","","","","","","","","","","","","","","","","","","",""
"2304.3392375640105","931","931","931","341.4723205566406","341.4723205566406","341.4723205566406","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2322.627459431009","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","931","931","931","356.7596740722656","356.7596740722656","356.7596740722656","","","","","","","","","","","",""
"2323.496435634006","","","","","","","","","","","","","","","","","","","897","897","897","384.8097229003906","384.8097229003906","384.8097229003906","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2324.464069903981","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1635","1635","1635","415.0924987792969","415.0924987792969","415.0924987792969","","","","","","","","","","","","","","","","","",""
"2334.6077969160033","","","","","","","","","","","","","","","","","","","","","","","","","1741","1741","1741","270.1410217285156","270.1410217285156","270.1410217285156","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2337.222908434989","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1635","1635","1635","359.96588134765625","359.96588134765625","359.96588134765625","","","","","",""
"2356.0576600130153","","","","","","","","","","","","","1582","1582","1582","496.1281433105469","496.1281433105469","496.1281433105469","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2401.3865828649796","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1693","1693","1693","412.1516418457031","412.1516418457031","412.1516418457031","","","","","","","","","","","","","","","","","",""
"2401.9197582159977","","","","","","","1799","1799","1799","331.2456359863281","331.2456359863281","331.2456359863281","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2404.753236528002","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","987","987","987","399.39727783203125","399.39727783203125","399.39727783203125"
"2411.8606646850094","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","970","970","970","377.7225341796875","377.7225341796875","377.7225341796875","","","","","","","","","","","",""
"2416.9044303860064","","","","","","","","","","","","","","","","","","","936","936","936","394.96893310546875","394.96893310546875","394.96893310546875","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2419.671782947007","","","","","","","","","","","","","","","","","","","","","","","","","1799","1799","1799","269.3419189453125","269.3419189453125","269.3419189453125","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2424.1763404410012","987","987","987","338.8673400878906","338.8673400878906","338.8673400878906","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2426.215276936993","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1693","1693","1693","361.57012939453125","361.57012939453125","361.57012939453125","","","","","",""
"2430.4867651430104","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","953","953","953","325.8961486816406","325.8961486816406","325.8961486816406","","","","","","","","","","","","","","","","","","","","","","","",""
"2442.0462937410193","","","","","","","","","","","","","1640","1640","1640","485.74224853515625","485.74224853515625","485.74224853515625","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2532.224785498016","","","","","","","","","","","","","1698","1698","1698","481.2395935058594","481.2395935058594","481.2395935058594","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2536.816230136006","","","","","","","","","","","","","","","","","","","","","","","","","1859","1859","1859","277.0978088378906","277.0978088378906","277.0978088378906","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2542.649941093994","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1753","1753","1753","361.9810485839844","361.9810485839844","361.9810485839844","","","","","",""
